#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,856.567875
118.102002,363,856.693655
118.102002,363,856.819306
118.102002,363,856.99301
118.102002,363,857.118504
118.102002,363,857.25019
118.102002,363,857.462591
118.102002,363,857.607654
118.102002,363,857.795212
18.760608,361,857.929553
118.102002,363,858.063461
18.760608,361,858.236247
118.102002,363,858.361842
118.102002,363,858.487754
118.102002,363,858.661049
118.102002,363,858.786634
118.102002,363,858.911964
118.102002,363,859.089591
118.102002,363,859.215006
118.102002,363,859.34022
118.102002,363,859.514653
118.102002,363,860.945643
118.102002,363,861.119523
118.102002,363,861.246
118.102002,363,861.371359
118.102002,363,861.545234
118.102002,363,861.671209
118.102002,363,861.796896
118.102002,363,861.971464
118.102002,363,862.097375
118.102002,363,862.223199
118.102002,363,862.398374
118.102002,363,862.524355
18.760608,361,862.648944
118.102002,363,862.822003
118.102002,363,862.948425
118.102002,363,863.073532
118.102002,363,863.262858
118.102002,363,863.404151
118.102002,363,863.596997
118.102002,363,863.734462
118.102002,363,863.868749
118.102002,363,864.064363
118.102002,363,864.190708
118.102002,363,864.316203
118.102002,363,864.490622
118.102002,363,864.616436
18.760608,361,864.74076
18.760608,361,864.925852
18.760608,361,865.068074
118.102002,363,865.210234
118.102002,363,865.393096
118.102002,363,865.519845
118.102002,363,865.647006
118.102002,363,865.821485
118.102002,363,865.946761
118.102002,363,866.120472
118.102002,363,866.246398
118.102002,363,866.371825
118.102002,363,866.545799
118.102002,363,866.67135
118.102002,363,866.796287
118.102002,363,866.970072
118.102002,363,867.095766
118.102002,363,867.221152
118.102002,363,867.395228
118.102002,363,867.520731
118.102002,363,867.646387
118.102002,363,867.821104
118.102002,363,867.952973
118.102002,363,868.179176
118.102002,363,868.349278
118.102002,363,868.490889
118.102002,363,868.676556
118.102002,363,868.811144
118.102002,363,868.942999
118.102002,363,870.322802
118.102002,363,870.453013
118.102002,363,870.582542
118.102002,363,870.758092
118.102002,363,870.883467
118.102002,363,871.008738
118.102002,363,871.182754
118.102002,363,871.308069
118.102002,363,871.43317
118.102002,363,871.607357
118.102002,363,871.73288
118.102002,363,871.906155
118.102002,363,872.032286
118.102002,363,872.157497
118.102002,363,872.330343
118.102002,363,872.456673
118.102002,363,872.581965
118.102002,363,872.755959
118.102002,363,872.88195
118.102002,363,873.00744
18.760608,361,873.201746
118.102002,363,873.340237
118.102002,363,873.487783
118.102002,363,873.673937
118.102002,363,873.808062
118.102002,363,873.985676
118.102002,363,874.111663
118.102002,363,874.237042
118.102002,363,874.410964
118.102002,363,874.537331
18.760608,361,874.661765
118.102002,363,874.835707
118.102002,363,874.962562
118.102002,363,875.091514
118.102002,363,875.280519
118.102002,363,875.427886
118.102002,363,875.571527
118.102002,363,875.756346
118.102002,363,875.888851
18.760608,361,876.014054
118.102002,363,876.188158
118.102002,363,876.313666
118.102002,363,876.487485
118.102002,363,876.613329
118.102002,363,876.75365
118.102002,363,876.928327
118.102002,363,877.053751
118.102002,363,877.179087
118.102002,363,877.353315
118.102002,363,877.478721
118.102002,363,877.60355
118.102002,363,877.777155
118.102002,363,877.902348
118.102002,363,878.027624
118.102002,363,878.201528
118.102002,363,879.556181
118.102002,363,879.699867
118.102002,363,879.898162
118.102002,363,880.032012
118.102002,363,880.209848
118.102002,363,880.336321
118.102002,363,880.461764
118.102002,363,880.637218
118.102002,363,880.763123
118.102002,363,880.889084
118.102002,363,881.063851
118.102002,363,881.18993
118.102002,363,881.315443
118.102002,363,881.489131
118.102002,363,881.629807
18.420991,358,881.753764
118.102002,363,881.927552
118.102002,363,882.052845
118.102002,363,882.226192
118.102002,363,882.352418
118.102002,363,882.477859
118.102002,363,882.651539
118.102002,363,882.77728
118.102002,363,882.90263
118.102002,363,883.080342
118.102002,363,883.22055
118.102002,363,883.368921
118.102002,363,883.559621
18.420991,358,883.694356
118.102002,363,883.828321
118.102002,363,884.002656
118.102002,363,884.128738
118.102002,363,884.254561
18.420991,358,884.428218
118.102002,363,884.553911
118.102002,363,884.727919
118.102002,363,884.858788
118.102002,363,884.99355
118.102002,363,885.210493
118.102002,363,885.357182
118.102002,363,885.48718
118.102002,363,885.661952
118.102002,363,885.78801
118.102002,363,885.914186
118.102002,363,886.087954
18.420991,358,886.212194
118.102002,363,886.337848
118.102002,363,886.512615
118.102002,363,886.638331
118.102002,363,886.763965
118.102002,363,886.938971
18.420991,358,887.063
118.102002,363,887.236753
118.102002,363,887.362876
118.102002,363,887.489446
118.102002,363,888.868332
118.102002,363,888.994448
118.102002,363,889.120141
118.102002,363,889.294633
118.102002,363,889.420544
118.102002,363,889.546084
118.102002,363,889.720472
118.102002,363,889.847387
118.102002,363,889.973127
118.102002,363,890.148386
118.102002,363,890.274309
118.102002,363,890.451406
118.102002,363,890.602526
118.102002,363,890.740661
118.102002,363,890.921138
118.102002,363,891.047242
118.102002,363,891.173285
118.102002,363,891.347001
118.102002,363,891.472578
118.102002,363,891.597834
118.102002,363,891.771294
118.102002,363,891.896902
118.102002,363,892.022267
118.102002,363,892.196426
118.102002,363,892.322368
118.102002,363,892.447969
118.102002,363,892.621338
118.102002,363,892.74779
118.102002,363,892.923472
118.102002,363,893.059936
118.102002,363,893.212237
118.102002,363,893.405425
118.102002,363,893.540053
118.102002,363,893.672105
118.102002,363,893.847772
118.102002,363,893.973749
118.102002,363,894.099463
118.102002,363,894.291113
118.102002,363,894.416958
118.102002,363,894.5424
118.102002,363,894.716941
118.102002,363,894.843646
118.102002,363,894.969513
118.102002,363,895.144095
118.102002,363,895.269709
118.102002,363,895.443073
118.102002,363,895.569617
118.102002,363,895.695715
118.102002,363,895.869306
118.102002,363,895.994751
118.102002,363,896.121111
118.102002,363,896.302247
118.102002,363,896.439411
118.102002,363,896.584756
118.102002,363,896.76923
118.102002,363,898.106932
118.102002,363,898.233186
18.760608,361,898.406389
118.102002,363,898.532345
118.102002,363,898.722952
118.102002,363,898.850312
118.102002,363,898.977937
118.102002,363,899.151469
18.760608,361,899.27743
18.760608,361,899.401552
118.102002,363,899.574559
118.102002,363,899.700383
118.102002,363,899.827466
118.102002,363,900.002113
18.760608,361,900.127013
118.102002,363,900.25336
118.102002,363,900.427049
118.102002,363,900.552631
118.102002,363,900.678692
118.102002,363,900.852738
118.102002,363,900.978513
118.102002,363,901.152928
118.102002,363,901.278761
118.102002,363,901.405022
118.102002,363,901.579381
118.102002,363,901.705205
118.102002,363,901.830938
118.102002,363,902.011731
18.420991,358,902.148226
118.102002,363,902.288
118.102002,363,902.483644
118.102002,363,902.610326
118.102002,363,902.736288
118.102002,363,902.910899
118.102002,363,903.036699
118.102002,363,903.227409
18.760608,361,903.353247
18.760608,361,903.477817
118.102002,363,903.651793
118.102002,363,903.782524
118.102002,363,903.924081
118.102002,363,904.130678
118.102002,363,904.269814
118.102002,363,904.406842
118.102002,363,904.589976
118.102002,363,904.716192
118.102002,363,904.842605
118.102002,363,905.016815
118.102002,363,905.143492
118.102002,363,905.268645
118.102002,363,905.443169
118.102002,363,905.56958
118.102002,363,905.743256
118.102002,363,905.869221
118.102002,363,905.994858
118.102002,363,907.429604
118.102002,363,907.565766
118.102002,363,907.691761
118.102002,363,907.865647
118.102002,363,907.991582
118.102002,363,908.117248
118.102002,363,908.290762
118.102002,363,908.417149
118.102002,363,908.542359
118.102002,363,908.729318
118.102002,363,908.869731
118.102002,363,909.026598
118.102002,363,909.213609
118.102002,363,909.350591
118.102002,363,909.532858
118.102002,363,909.659787
118.102002,363,909.785659
118.102002,363,909.961495
118.102002,363,910.087269
118.102002,363,910.212405
118.102002,363,910.386815
118.102002,363,910.512716
118.102002,363,910.638176
118.102002,363,910.812089
118.102002,363,910.937497
18.420991,358,911.061165
118.102002,363,911.244826
118.102002,363,911.374072
118.102002,363,911.565938
118.102002,363,911.692423
118.102002,363,911.817944
118.102002,363,911.995219
118.102002,363,912.131659
118.102002,363,912.273669
118.102002,363,912.46109
118.102002,363,912.587922
118.102002,363,912.714342
118.102002,363,912.888942
118.102002,363,913.014997
118.102002,363,913.140468
118.102002,363,913.3152
118.102002,363,913.44101
118.102002,363,913.566454
118.102002,363,913.742485
118.102002,363,913.868282
118.102002,363,914.045694
118.102002,363,914.184101
18.760608,361,914.332142
118.102002,363,914.521906
118.102002,363,914.655518
118.102002,363,914.782433
118.102002,363,914.958375
118.102002,363,915.084001
118.102002,363,915.209308
118.102002,363,915.39988
118.102002,363,915.525458
118.102002,363,916.855225
118.102002,363,917.029511
118.102002,363,917.155418
118.102002,363,917.28093
118.102002,363,917.455642
118.102002,363,917.581382
118.102002,363,917.754785
118.102002,363,917.881915
118.102002,363,918.007009
118.102002,363,918.180831
118.102002,363,918.307444
118.102002,363,918.433252
118.102002,363,918.607057
118.102002,363,918.733254
118.102002,363,918.859145
118.102002,363,919.047451
118.102002,363,919.186948
118.102002,363,919.336089
118.102002,363,919.5208
118.102002,363,919.65021
118.102002,363,919.843518
118.102002,363,919.970001
118.102002,363,920.09556
118.102002,363,920.269736
118.102002,363,920.396323
118.102002,363,920.52188
118.102002,363,920.695447
118.102002,363,920.824446
118.102002,363,920.96366
118.102002,363,921.161704
118.102002,363,921.298283
118.102002,363,921.432465
18.420991,358,921.604016
118.102002,363,921.730187
118.102002,363,921.855593
118.102002,363,922.031044
18.420991,358,922.155391
18.420991,358,922.327542
118.102002,363,922.453825
118.102002,363,922.579938
118.102002,363,922.753182
118.102002,363,922.879985
118.102002,363,923.00553
118.102002,363,923.178941
118.102002,363,923.305498
118.102002,363,923.431153
118.102002,363,923.604583
118.102002,363,923.730038
118.102002,363,923.856382
18.420991,358,924.028433
118.102002,363,924.154135
118.102002,363,924.28033
118.102002,363,924.471404
118.102002,363,924.597094
118.102002,363,924.775343
118.102002,363,926.205695
118.102002,363,926.332072
118.102002,363,926.506067
118.102002,363,926.632336
118.102002,363,926.75818
118.102002,363,926.932844
118.102002,363,927.058553
118.102002,363,927.184119
118.102002,363,927.35899
118.102002,363,927.484462
118.102002,363,927.610274
118.102002,363,927.785
118.102002,363,927.910945
118.102002,363,928.084455
118.102002,363,928.211339
118.102002,363,928.33696
118.102002,363,928.510877
118.102002,363,928.638212
118.102002,363,928.764092
118.102002,363,928.957128
118.102002,363,929.083148
118.102002,363,929.209163
118.102002,363,929.384243
118.102002,363,929.510227
118.102002,363,929.636098
118.102002,363,929.811913
118.102002,363,929.944166
118.102002,363,930.08214
118.102002,363,930.294452
118.102002,363,930.42133
118.102002,363,930.596731
118.102002,363,930.72344
118.102002,363,930.850516
118.102002,363,931.024234
118.102002,363,931.1514
118.102002,363,931.277657
118.102002,363,931.451891
118.102002,363,931.578811
118.102002,363,931.704663
118.102002,363,931.878923
118.102002,363,932.005498
118.102002,363,932.131107
118.102002,363,932.320462
118.102002,363,932.458634
118.102002,363,932.661271
118.102002,363,932.788785
118.102002,363,932.921928
118.102002,363,933.097392
118.102002,363,933.224031
118.102002,363,933.349972
118.102002,363,933.525326
118.102002,363,933.65141
118.102002,363,933.777431
118.102002,363,933.953028
118.102002,363,934.07905
118.102002,363,935.453475
118.102002,363,935.6482
118.102002,363,935.780394
118.102002,363,935.908091
118.102002,363,936.082983
118.102002,363,936.209404
118.102002,363,936.383172
118.102002,363,936.509181
118.102002,363,936.63573
118.102002,363,936.809745
18.420991,358,936.93467
118.102002,363,937.060251
118.102002,363,937.234471
118.102002,363,937.377871
118.102002,363,937.507813
118.102002,363,937.682373
118.102002,363,937.808173
118.102002,363,937.93376
118.102002,363,938.108694
118.102002,363,938.235085
118.102002,363,938.36092
118.102002,363,938.536233
118.102002,363,938.661646
118.102002,363,938.836778
118.102002,363,938.963175
118.102002,363,939.088887
118.102002,363,939.26324
118.102002,363,939.395928
118.102002,363,939.54455
118.102002,363,939.747374
118.102002,363,939.883309
118.102002,363,940.015057
118.102002,363,940.190458
118.102002,363,940.316527
118.102002,363,940.442313
118.102002,363,940.61703
118.102002,363,940.743251
118.102002,363,940.916647
118.102002,363,941.046228
118.102002,363,941.180074
118.102002,363,941.418971
118.102002,363,941.549712
118.102002,363,941.677757
118.102002,363,941.851066
118.102002,363,941.97754
118.102002,363,942.103395
118.102002,363,942.277585
118.102002,363,942.403707
18.420991,358,942.527725
118.102002,363,942.702425
118.102002,363,942.828164
18.420991,358,942.952202
118.102002,363,943.126169
118.102002,363,943.251578
18.420991,358,943.422826
